,Make,Model,Year,Distance,Engine_capacity(cm3),Price(euro),Vehicle_age,Distance_per_age,Style_Cabriolet,Style_Combi,Style_Coupe,Style_Crossover,Style_Hatchback,Style_Microvan,Style_Minivan,Style_Pickup,Style_Roadster,Style_SUV,Style_Sedan,Style_Universal,Fuel_type_Diesel,Fuel_type_Hybrid,Fuel_type_Metan/Propan,Fuel_type_Petrol,Fuel_type_Plug-in Hybrid,Transmission_Automatic,Transmission_Manual,Distance_per_year,Vehicle_age_sq,Log_Distance,Log_Vehicle_age,Engine_sq,Log_Engine,Age_x_Distance,Age_x_Engine,Distance_x_Engine,Distance_per_engine,Engine_per_age
32752,0.04722257940079722,0.003825382538253825,2013,154000,1461,7000,13,11846,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,11000.0,169,11.944714374881176,2.6390573296152584,2134521,7.2875606403097235,2002000,18993,224994000,105.33515731874145,104.35714285714286
32753,0.016362350520766362,0.0005464832197505465,2000,200000,1300,1150,26,7692,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,7407.407407407408,676,12.206077645517674,3.295836866004329,1690000,7.170888478512505,5200000,33800,260000000,153.72790161414298,48.148148148148145
32754,0.10084222707985084,0.00941879902275942,2008,195000,2200,5800,18,10833,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,10263.157894736842,324,12.180759965737863,2.9444389791664403,4840000,7.696667081526462,3510000,39600,429000000,88.59609268514312,115.78947368421052
32755,0.046001028674296,0.0041146971840041145,2014,93000,1499,5900,12,7750,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,7153.846153846154,144,11.440365524765756,2.5649493574615367,2247001,7.313220387090301,1116000,17988,139407000,62.0,115.3076923076923
32757,0.11887617333161887,0.02725986884402726,2008,200000,1400,5490,18,11111,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,10526.315789473685,324,12.206077645517674,2.9444389791664403,1960000,7.244941546337007,3600000,25200,280000000,142.7551748750892,73.6842105263158
32758,0.07191076250482191,0.011058248682011058,2013,138000,1800,12000,13,10615,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,9857.142857142857,169,11.835016210489899,2.6390573296152584,3240000,7.496097345175956,1794000,23400,248400000,76.62409772348695,128.57142857142858
32759,0.07191076250482191,0.0007715057220007715,2018,50000,1600,23000,8,6250,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5555.555555555556,64,10.819798284210286,2.1972245773362196,2560000,7.3783837129967145,400000,12800,80000000,31.23048094940662,177.77777777777777
32761,0.07191076250482191,0.029895846727529894,2000,400000,2200,4600,26,15385,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,14814.814814814816,676,12.899222326086994,3.295836866004329,4840000,7.696667081526462,10400000,57200,880000000,181.7355747387551,81.48148148148148
32762,0.00045004500450045,0.000225022502250225,2008,299000,2000,4500,18,16611,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,15736.842105263158,324,12.608202196848836,2.9444389791664403,4000000,7.601402334583733,5382000,36000,598000000,149.42528735632183,105.26315789473684
32764,0.05799151343705799,0.014883631220264884,2009,260000,1400,4500,17,15294,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,14444.444444444445,289,12.468440756144114,2.8903717578961645,1960000,7.244941546337007,4420000,23800,364000000,185.581727337616,77.77777777777777
32766,0.08303330333033303,0.029670824225279672,2014,151000,1500,6900,12,12583,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,11615.384615384615,144,11.92504173829169,2.5649493574615367,2250000,7.313886831633462,1812000,18000,226500000,100.599600266489,115.38461538461539
32767,0.06882473961681883,0.001317988941751318,1995,295000,2000,1100,31,9516,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,9218.75,961,12.59473402514672,3.4657359027997265,4000000,7.601402334583733,9145000,62000,590000000,147.42628685657172,62.5
32768,0.05210878230680211,0.014755046933264754,2014,60000,2000,15450,12,5000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,4615.384615384615,144,11.002116507732017,2.5649493574615367,4000000,7.601402334583733,720000,24000,120000000,29.985007496251875,153.84615384615384
32770,0.04323646650379324,0.002635977883502636,2008,145000,2000,6800,18,8056,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,7631.578947368421,324,11.884495917930655,2.9444389791664403,4000000,7.601402334583733,2610000,36000,290000000,72.46376811594203,105.26315789473684
32772,0.031985341391281986,0.006847113282756847,2008,233000,1377,1550,18,12944,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,12263.157894736842,324,12.358798024384122,2.9444389791664403,1896129,7.228388451573604,4194000,24786,320841000,169.0856313497823,72.47368421052632
32773,0.05799151343705799,0.020959238781020958,2008,159000,1600,3700,18,8833,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,8368.421052631578,324,11.976665770490767,2.9444389791664403,2560000,7.3783837129967145,2862000,28800,254400000,99.31292941911306,84.21052631578948
32774,0.11887617333161887,0.02725986884402726,1998,182352,1400,1150,28,6513,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,6288.0,784,12.113699647979752,3.367295829986474,1960000,7.244941546337007,5105856,39200,255292800,130.15845824411136,48.275862068965516
32775,0.05210878230680211,0.02729201491577729,2005,244000,2500,6555,21,11619,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,11090.90909090909,441,12.404927602627597,3.091042453358316,6250000,7.824445930877619,5124000,52500,610000000,97.5609756097561,113.63636363636364
32776,0.014787193005014788,0.0005464832197505465,2016,192500,1600,10900,10,19250,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,17500.0,100,12.167856627501678,2.3978952727983707,2560000,7.3783837129967145,1925000,16000,308000000,120.23735165521549,145.45454545454547
32778,0.07191076250482191,0.0023145171660023146,2007,294762,2700,9000,19,15514,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,14738.1,361,12.59392692260089,2.995732273553991,7290000,7.901377353792616,5600478,51300,795857400,109.13069233617179,135.0
32780,0.08303330333033303,0.0006107753632506107,2013,183200,1500,5700,13,14092,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,13085.714285714286,169,12.118339189722553,2.6390573296152584,2250000,7.313886831633462,2381600,19500,274800000,122.05196535642905,107.14285714285714
32781,0.015976597659765977,0.0028931464575028933,1995,297340,1789,1700,31,9592,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,9291.875,961,12.602634907314979,3.4657359027997265,3200521,7.489970898834801,9217540,55459,531941260,166.11173184357543,55.90625
32782,0.07191076250482191,0.029895846727529894,2007,264000,1800,9200,19,13895,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,13200.0,361,12.483708170000067,2.995732273553991,3240000,7.496097345175956,5016000,34200,475200000,146.58523042754027,90.0
32783,0.10084222707985084,0.0047897646907547895,2007,245000,2400,7500,19,12895,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,12250.0,361,12.409017571151187,2.995732273553991,5760000,7.783640596221253,4655000,45600,588000000,102.04081632653062,120.0
32784,0.10084222707985084,0.0018966182332518966,2003,330000,2000,5300,23,14348,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,13750.0,529,12.706850963741102,3.1780538303479458,4000000,7.601402334583733,7590000,46000,660000000,164.9175412293853,83.33333333333333
32785,0.06882473961681883,0.006107753632506108,2010,238670,1260,3600,16,14917,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,14039.411764705883,256,12.382841313534428,2.833213344056216,1587600,7.13966033596492,3818720,20160,300724200,189.27042030134814,74.11764705882354
32786,0.11887617333161887,0.02725986884402726,2008,205000,1600,4300,18,11389,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,10789.473684210527,324,12.230770136157428,2.9444389791664403,2560000,7.3783837129967145,3690000,28800,328000000,128.04497189256713,84.21052631578948
32787,0.08303330333033303,0.012504821910762505,2011,200000,1500,6000,15,13333,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,12500.0,225,12.206077645517674,2.772588722239781,2250000,7.313886831633462,3000000,22500,300000000,133.24450366422386,93.75
32788,0.11887617333161887,0.032306802108782305,2003,300000,1600,3250,23,13043,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,12500.0,529,12.611541086966115,3.1780538303479458,2560000,7.3783837129967145,6900000,36800,480000000,187.38288569643973,66.66666666666667
32789,0.010511765462260512,0.0008036517937508036,2002,362000,1600,2700,24,15083,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,14480.0,576,12.799402253235032,3.2188758248682006,2560000,7.3783837129967145,8688000,38400,579200000,226.10868207370393,64.0
32790,0.010511765462260512,0.00038575286100038574,2009,190000,1600,3499,17,11176,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,10555.555555555555,289,12.154784614286667,2.8903717578961645,2560000,7.3783837129967145,3230000,27200,304000000,118.67582760774516,88.88888888888889
32792,0.11887617333161887,0.006107753632506108,2008,210000,1400,4550,18,11667,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,11052.631578947368,324,12.25486757159303,2.9444389791664403,1960000,7.244941546337007,3780000,25200,294000000,149.89293361884367,73.6842105263158
32793,0.06882473961681883,0.003278899318503279,2003,350000,1700,1700,23,15217,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,14583.333333333334,529,12.765691290604371,3.1780538303479458,2890000,7.438971592395862,8050000,39100,595000000,205.76131687242798,70.83333333333333
32794,0.06882473961681883,0.003278899318503279,2003,330000,1700,1700,23,14348,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,13750.0,529,12.706850963741102,3.1780538303479458,2890000,7.438971592395862,7590000,39100,561000000,194.00352733686066,70.83333333333333
32796,0.05799151343705799,0.014883631220264884,2008,180000,1422,4300,18,10000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,9473.684210526315,324,12.100717685412471,2.9444389791664403,2022084,7.260522598089852,3240000,25596,255960000,126.49332396345748,74.84210526315789
32797,0.046001028674296,0.011026102610261027,2004,280000,1400,3500,22,12727,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,12173.91304347826,484,12.54254845357358,3.1354942159291497,1960000,7.244941546337007,6160000,30800,392000000,199.85724482512492,60.869565217391305
32798,0.046001028674296,0.002410955381252411,2013,126050,2000,9200,13,9696,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,9003.57142857143,169,11.744441865944374,2.6390573296152584,4000000,7.601402334583733,1638650,26000,252100000,62.99350324837581,142.85714285714286
32799,0.07191076250482191,0.011058248682011058,1995,250000,1800,2600,31,8065,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,7812.5,961,12.429220196836383,3.4657359027997265,3240000,7.496097345175956,7750000,55800,450000000,138.811771238201,56.25
32800,0.08303330333033303,0.029670824225279672,2005,194000,1400,3500,21,9238,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,8818.181818181818,441,12.175618592671356,3.091042453358316,1960000,7.244941546337007,4074000,29400,271600000,138.47251962883655,63.63636363636363
32801,0.015976597659765977,0.002443101453002443,2003,250000,1300,1500,23,10870,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,10416.666666666666,529,12.429220196836383,3.1780538303479458,1690000,7.170888478512505,5750000,29900,325000000,192.1598770176787,54.166666666666664
32802,0.11887617333161887,0.02725986884402726,2004,226000,1400,4000,22,10273,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,9826.08695652174,484,12.328294703023394,3.1354942159291497,1960000,7.244941546337007,4972000,30800,316400000,161.31334760885082,60.869565217391305
32803,0.08303330333033303,0.004854056834254854,2013,183780,1500,4990,13,14137,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,13127.142857142857,169,12.121500110328569,2.6390573296152584,2250000,7.313886831633462,2389140,19500,275670000,122.4383744170553,107.14285714285714
32804,0.11887617333161887,0.02725986884402726,1994,176000,1800,1600,32,5500,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5333.333333333333,1024,12.07824495582233,3.4965075614664802,3240000,7.496097345175956,5632000,57600,316800000,97.7234869516935,54.54545454545455
32806,0.04323646650379324,0.0025073935965025072,2001,15000,1600,2499,25,600,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,576.9230769230769,625,9.61587214452889,3.258096538021482,2560000,7.3783837129967145,375000,40000,24000000,9.369144284821987,61.53846153846154
32807,0.04722257940079722,0.004371865758004372,2017,13000,1000,6550,9,1444,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1300.0,81,9.472781556562168,2.302585092994046,1000000,6.90875477931522,117000,9000,13000000,12.987012987012987,100.0
32808,0.11887617333161887,0.032306802108782305,2021,5300,1088,1500,5,1060,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,883.3333333333334,25,8.575650760987806,1.791759469228055,1183744,6.9930151229329605,26500,5440,5766400,4.866850321395776,181.33333333333334
32809,0.10084222707985084,0.0009643821525009644,2017,46000,1000,8500,9,5111,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4600.0,81,10.736418414365376,2.302585092994046,1000000,6.90875477931522,414000,9000,46000000,45.95404595404595,100.0
32810,0.07191076250482191,0.029895846727529894,2001,337000,2200,5800,25,13480,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,12961.538461538461,625,12.727841176689147,3.258096538021482,4840000,7.696667081526462,8425000,55000,741400000,153.11222171740118,84.61538461538461
32811,0.04323646650379324,0.017744631606017743,2008,210000,2000,7800,18,11667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,11052.631578947368,324,12.25486757159303,2.9444389791664403,4000000,7.601402334583733,3780000,36000,420000000,104.94752623688156,105.26315789473684
32813,0.11887617333161887,0.006107753632506108,1999,240000,1400,2100,27,8889,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,8571.42857142857,729,12.388398368982115,3.332204510175204,1960000,7.244941546337007,6480000,37800,336000000,171.30620985010705,50.0
32814,0.016362350520766362,0.0022502250225022503,1999,70000,1500,1100,27,2593,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2500.0,729,11.156264806643742,3.332204510175204,2250000,7.313886831633462,1890000,40500,105000000,46.63557628247835,53.57142857142857
32815,0.010511765462260512,6.429214350006429e-05,2001,150000,1100,2700,25,6000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,5769.2307692307695,625,11.918397239722838,3.258096538021482,1210000,7.00397413672268,3750000,27500,165000000,136.23978201634878,42.30769230769231
32816,0.005529124341005529,0.0004178989327504179,2005,240000,1398,2300,21,11429,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,10909.09090909091,441,12.388398368982115,3.091042453358316,1954404,7.243512974665482,5040000,29358,335520000,171.55110793423873,63.54545454545455
32817,0.046001028674296,0.0012536967982512536,1993,230000,1600,8000,33,6970,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,6764.705882352941,1089,12.345838935721968,3.5263605246161616,2560000,7.3783837129967145,7590000,52800,368000000,143.66021236727045,47.05882352941177
32818,0.06882473961681883,0.030442329947280442,2007,301000,1300,3000,19,15842,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,15050.0,361,12.614868865984631,2.995732273553991,1690000,7.170888478512505,5719000,24700,391300000,231.36049192928516,65.0
32819,0.04323646650379324,0.017744631606017743,2008,220000,1500,6700,18,12222,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,11578.947368421053,324,12.301387370778713,2.9444389791664403,2250000,7.313886831633462,3960000,27000,330000000,146.56895403064624,78.94736842105263
32820,0.05799151343705799,0.020959238781020958,2008,253000,1900,6600,18,14056,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,13315.78947368421,324,12.441148720271016,2.9444389791664403,3610000,7.550135342488429,4554000,34200,480700000,133.08784850078905,100.0
32822,0.07191076250482191,0.029895846727529894,1989,300000,2300,1600,37,8108,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,7894.736842105263,1369,12.611541086966115,3.6375861597263857,5290000,7.741099090035366,11100000,85100,690000000,130.3780964797914,60.526315789473685
32824,0.08303330333033303,0.007297158287257298,2016,161000,1496,13000,10,16100,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,14636.363636363636,100,11.989165855127435,2.3978952727983707,2238016,7.311218384419629,1610000,14960,240856000,107.54843019372078,136.0
32825,0.07191076250482191,0.003246753246753247,2012,250000,1600,9900,14,17857,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,16666.666666666668,196,12.429220196836383,2.70805020110221,2560000,7.3783837129967145,3500000,22400,400000000,156.1524047470331,106.66666666666667
32826,0.05210878230680211,0.02729201491577729,2013,168000,2000,22999,13,12923,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,12000.0,169,12.031725210748633,2.6390573296152584,4000000,7.601402334583733,2184000,26000,336000000,83.95802098950524,142.85714285714286
32827,0.11887617333161887,0.032306802108782305,2014,126000,1400,9350,12,10500,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,9692.307692307691,144,11.744045122410057,2.5649493574615367,1960000,7.244941546337007,1512000,16800,176400000,89.93576017130621,107.6923076923077
32828,0.04162916291629163,0.013662080493763662,2014,118000,2000,17750,12,9833,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,9076.923076923076,144,11.678448377988165,2.5649493574615367,4000000,7.601402334583733,1416000,24000,236000000,58.97051474262869,153.84615384615384
32829,0.04162916291629163,0.0017037418027517038,2012,136700,1984,11800,14,9764,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,9113.333333333334,196,11.825551337974238,2.70805020110221,3936256,7.59337419312129,1913800,27776,271212800,68.86649874055415,132.26666666666668
32830,0.07191076250482191,0.011058248682011058,1994,260000,2200,1800,32,8125,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,7878.787878787879,1024,12.468440756144114,3.4965075614664802,4840000,7.696667081526462,8320000,70400,572000000,118.12812358019082,66.66666666666667
32833,0.004918348977754918,0.0009000900090009,2011,175000,1396,6500,15,11667,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,10937.5,225,12.07254696717504,2.772588722239781,1948816,7.242082359256962,2625000,20940,244300000,125.26843235504653,87.25
32834,0.11887617333161887,0.006107753632506108,2001,256849,1400,1000,25,10274,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,9878.807692307691,625,12.456247535895415,3.258096538021482,1960000,7.244941546337007,6421225,35000,359588600,183.33261955745897,53.84615384615385
32835,0.038253825382538256,0.0016073035875016073,2020,27700,1600,15700,6,4617,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,3957.1428571428573,36,10.229223792606835,1.9459101490553132,2560000,7.3783837129967145,166200,9600,44320000,17.301686445971267,228.57142857142858
32836,0.05210878230680211,0.02729201491577729,1990,350000,1991,1100,36,9722,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,9459.45945945946,1296,12.765691290604371,3.6109179126442243,3964081,7.596894438144544,12600000,71676,696850000,175.70281124497993,53.810810810810814
32837,0.10084222707985084,0.021023530924521024,2014,134000,1400,8800,12,11167,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,10307.692307692309,144,11.80560254159177,2.5649493574615367,1960000,7.244941546337007,1608000,16800,187600000,95.64596716630977,107.6923076923077
32838,0.00038575286100038574,6.429214350006429e-05,2001,8852,1600,10000,25,354,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,340.46153846153845,625,9.08851166361105,3.258096538021482,2560000,7.3783837129967145,221300,40000,14163200,5.529044347282948,61.53846153846154
32839,0.00038575286100038574,6.429214350006429e-05,2002,190000,1500,1400,24,7917,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,7600.0,576,12.154784614286667,3.2188758248682006,2250000,7.313886831633462,4560000,36000,285000000,126.58227848101266,60.0
32841,0.015976597659765977,0.003053876816253054,2010,202500,2000,2500,16,12656,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,11911.764705882353,256,12.218500103788143,2.833213344056216,4000000,7.601402334583733,3240000,32000,405000000,101.19940029985007,117.6470588235294
32842,0.05210878230680211,0.014755046933264754,2004,300000,1800,5150,22,13636,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,13043.478260869566,484,12.611541086966115,3.1354942159291497,3240000,7.496097345175956,6600000,39600,540000000,166.5741254858412,78.26086956521739
32843,0.04162916291629163,0.003953966825253954,2013,80200,2000,20800,13,6169,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5728.571428571428,169,11.2922912626048,2.6390573296152584,4000000,7.601402334583733,1042600,26000,160400000,40.079960019990004,142.85714285714286
32844,0.014787193005014788,0.002410955381252411,2001,256849,1100,1400,25,10274,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,9878.807692307691,625,12.456247535895415,3.258096538021482,1210000,7.00397413672268,6421225,27500,282533900,233.28701180744778,42.30769230769231
32845,0.08303330333033303,0.003825382538253825,2010,200000,1500,5000,16,12500,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,11764.70588235294,256,12.206077645517674,2.833213344056216,2250000,7.313886831633462,3200000,24000,300000000,133.24450366422386,88.23529411764706
32846,0.05799151343705799,0.020959238781020958,2008,254000,1894,5700,18,14111,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,13368.421052631578,324,12.445093483000798,2.9444389791664403,3587236,7.546974117516527,4572000,34092,481076000,134.03693931398416,99.6842105263158
32847,0.11887617333161887,0.02725986884402726,2002,280000,1600,3600,24,11667,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,11200.0,576,12.54254845357358,3.2188758248682006,2560000,7.3783837129967145,6720000,38400,448000000,174.89069331667707,64.0
32848,0.0015751575157515751,0.0007715057220007715,2002,300000,2700,3800,24,12500,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,12000.0,576,12.611541086966115,3.2188758248682006,7290000,7.901377353792616,7200000,64800,810000000,111.06997408367272,108.0
32849,0.11887617333161887,0.032306802108782305,2010,185000,1600,8700,16,11562,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,10882.35294117647,256,12.128116509451258,2.833213344056216,2560000,7.3783837129967145,2960000,25600,296000000,115.55277951280449,94.11764705882354
32850,0.031985341391281986,0.013662080493763662,2014,160000,2200,12890,12,13333,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,12307.692307692309,144,11.982935344196433,2.5649493574615367,4840000,7.696667081526462,1920000,26400,352000000,72.69422989550205,169.23076923076923
32852,0.015976597659765977,3.2146071750032145e-05,1995,336000,2000,1850,31,10839,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,10500.0,961,12.724869415131389,3.4657359027997265,4000000,7.601402334583733,10416000,62000,672000000,167.9160419790105,62.5
32853,0.031985341391281986,0.0018323260897518323,2011,109000,1400,6400,15,7267,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,6812.5,225,11.599112335481124,2.772588722239781,1960000,7.244941546337007,1635000,21000,152600000,77.80157030692362,87.5
32854,0.06882473961681883,0.001317988941751318,1995,300000,1998,1600,31,9677,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,9375.0,961,12.611541086966115,3.4657359027997265,3992004,7.6004023345004,9300000,61938,599400000,150.0750375187594,62.4375
32855,0.10084222707985084,0.001960910376751961,2017,42000,2500,19000,9,4667,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,4200.0,81,10.645448706505872,2.302585092994046,6250000,7.824445930877619,378000,22500,105000000,16.79328268692523,250.0
32856,0.04722257940079722,0.01661951909476662,2008,228000,1500,4200,18,12667,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,12000.0,324,12.337105293891872,2.9444389791664403,2250000,7.313886831633462,4104000,27000,342000000,151.8987341772152,78.94736842105263
32859,0.009129484377009129,0.0041146971840041145,2010,185000,1200,4400,16,11562,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,10882.35294117647,256,12.128116509451258,2.833213344056216,1440000,7.0909098220799835,2960000,19200,222000000,154.0383014154871,70.58823529411765
32860,0.10084222707985084,0.0011572585830011573,2011,36000,1598,9500,15,2400,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2250.0,225,10.491301994830229,2.772588722239781,2553604,7.377133712833954,540000,23970,57528000,22.5140712945591,99.875
32861,0.11887617333161887,0.032306802108782305,2000,349049,1900,4300,26,13425,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,12927.74074074074,676,12.762970457398547,3.295836866004329,3610000,7.550135342488429,9075274,49400,663193100,183.61336138874276,70.37037037037037
32862,0.00703998971325704,0.00016073035875016072,2018,105800,1248,8300,8,13225,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,11755.555555555555,64,11.569315250157509,2.1972245773362196,1557504,7.130098510125578,846400,9984,132038400,84.70776621297037,138.66666666666666
32863,0.06882473961681883,0.009997428314259997,1993,185578,1600,1500,33,5624,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,5458.176470588235,1089,12.13123594638096,3.5263605246161616,2560000,7.3783837129967145,6124074,52800,296924800,115.91380387257963,47.05882352941177
32864,0.06882473961681883,0.008229394368008229,2005,222111,1900,5000,21,10577,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,10095.954545454546,441,12.31093703813931,3.091042453358316,3610000,7.550135342488429,4664331,39900,422010900,116.83903208837454,86.36363636363636
32865,0.04162916291629163,0.011765462260511766,2013,185000,1984,12200,13,14231,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,13214.285714285714,169,12.128116509451258,2.6390573296152584,3936256,7.59337419312129,2405000,25792,367040000,93.19899244332494,141.71428571428572
32866,0.07191076250482191,0.0031503150315031502,2008,151616,1500,5500,18,8423,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,7979.789473684211,324,11.929112883106669,2.9444389791664403,2250000,7.313886831633462,2729088,27000,227424000,101.00999333777482,78.94736842105263
32867,0.038253825382538256,0.009193776520509194,2008,217367,2000,7500,18,12076,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,11440.368421052632,324,12.289347048722894,2.9444389791664403,4000000,7.601402334583733,3912606,36000,434734000,108.62918540729635,105.26315789473684
32868,0.11887617333161887,0.032306802108782305,2007,238000,1998,6200,19,12526,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,11900.0,361,12.380030154325457,2.995732273553991,3992004,7.6004023345004,4522000,37962,475524000,119.05952976488244,99.9
